상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220802617038,아산리소,,N1,시설관리·임대,N111,산업용품 대여,N11102,컴퓨터/사무기기 대여업,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,41,경기도,41173,안양시 동안구,41173630,갈산동,4117310400,호계동,4117310400110830002,1,대지,1083.0,2.0,경기도 안양시 동안구 호계동 1083-2,411734349008.0,경기도 안양시 동안구 갈산로72번길,5.0,,4117310400110830002004750,,경기도 안양시 동안구 갈산로72번길 5,431800.0,14107,,1,,126.960200067363,37.3786253294803
MA010120220802621998,소라미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400108540015,1,대지,854.0,15.0,경기도 안양시 동안구 호계동 854-15,411733012017.0,경기도 안양시 동안구 호성로,10.0,,4117310400108540015006553,,경기도 안양시 동안구 호성로 10,431835.0,14128,,,,126.963396580294,37.3629567614133
MA010120220802611747,박달홈마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300100340000,1,대지,34.0,,경기도 안양시 만안구 박달동 34,411714346093.0,경기도 안양시 만안구 박달로507번길,57.0,,4117110300100340000004751,한신휴플러스타운,경기도 안양시 만안구 박달로507번길 57,430846.0,13980,,1,,126.907440172486,37.4048030875083
MA010120220802617059,자연미인,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114880039,1,대지,1488.0,39.0,경기도 안양시 동안구 관양동 1488-39,411732182001.0,경기도 안양시 동안구 관악대로,488.0,,4117310200114880039001214,인덕원메트로빌,경기도 안양시 동안구 관악대로 488,431768.0,13951,,3,,126.975621603355,37.4020344889429
MA010120220802621911,라인시스템가구시디즈안양동안점,,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114740003,1,대지,1474.0,3.0,경기도 안양시 동안구 관양동 1474-3,411732182001.0,경기도 안양시 동안구 관악대로,436.0,1.0,4117310200114740002003472,해든빌딩,경기도 안양시 동안구 관악대로 436-1,431810.0,13949,,2,,126.971363371235,37.4045205020644
MA010120220802606952,신앙촌상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,41,경기도,41173,안양시 동안구,41173530,비산3동,4117310100,비산동,4117310100110310005,1,대지,1031.0,5.0,경기도 안양시 동안구 비산동 1031-5,411734349207.0,경기도 안양시 동안구 평촌대로374번길,9.0,3.0,4117310100110310005002920,,경기도 안양시 동안구 평촌대로374번길 9-3,431824.0,13935,,1,,126.950109902734,37.4042345669998
MA010120220802612125,고향집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400109720000,1,대지,972.0,,경기도 안양시 동안구 호계동 972,411733182030.0,경기도 안양시 동안구 엘에스로,32.0,,4117310400109720000005260,,경기도 안양시 동안구 엘에스로 32,431849.0,14120,,,,126.9560230934,37.3671629803133
MA010120220802612126,파인오토정비,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114950023,1,대지,1495.0,23.0,경기도 안양시 동안구 관양동 1495-23,411734349238.0,경기도 안양시 동안구 흥안대로493번길,31.0,,4117310200114950023001758,정훈빌딩,경기도 안양시 동안구 흥안대로493번길 31,431846.0,13951,,1,,126.975024631038,37.398596254086
MA010120220802612127,버스표가판대,,R1,예술·스포츠,R104,유원지·오락,R10410,복권 발행/판매업,R91241,복권 발행 및 판매업,41,경기도,41173,안양시 동안구,41173546,달안동,4117310100,비산동,4117310100111010004,1,대지,1101.0,4.0,경기도 안양시 동안구 비산동 1101-4,411733183005.0,경기도 안양시 동안구 달안로,69.0,1.0,4117310100111010004000001,버스표가판대,경기도 안양시 동안구 달안로 69-1,431811.0,14043,,,,126.950506086745,37.396074443489
MA010120220802637003,하나온비엔피,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114360023,1,대지,1436.0,23.0,경기도 안양시 동안구 관양동 1436-23,411734349186.0,경기도 안양시 동안구 일동로204번길,38.0,,4117310200114360023000456,,경기도 안양시 동안구 일동로204번길 38,431807.0,13939,,1,,126.96672004653,37.4054171206473
MA010120220802637006,멕씸,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115880014,1,대지,1588.0,14.0,경기도 안양시 동안구 관양동 1588-14,411734349129.0,경기도 안양시 동안구 부림로169번길,41.0,,4117310200115880014000001,힐스테이트에코평촌,경기도 안양시 동안구 부림로169번길 41,431711.0,14051,,,,126.961764562827,37.3970028163179
MA010120220802637017,베스트렌트,,N1,시설관리·임대,N109,운송장비 대여,N10901,자동차 대여업,N76110,자동차 임대업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400105550009,1,대지,555.0,9.0,경기도 안양시 동안구 호계동 555-9,411733182030.0,경기도 안양시 동안구 엘에스로,76.0,,4117310400105550009005725,국제유통단지가동,경기도 안양시 동안구 엘에스로 76,431763.0,14117,,,,126.953115593581,37.3700387228742
MA010120220802637301,다나원룸,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115060027,1,대지,1506.0,27.0,경기도 안양시 동안구 관양동 1506-27,411732000018.0,경기도 안양시 동안구 흥안대로,514.0,,4117310200115060027003444,인덕원프라자,경기도 안양시 동안구 흥안대로 514,431810.0,13943,,2,,126.977437065962,37.3997614962347
MA010120220802626862,골드공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110420003,1,대지,1042.0,3.0,경기도 안양시 동안구 호계동 1042-3,411734349202.0,경기도 안양시 동안구 평촌대로227번길,26.0,,4117310400110420002008177,세종상가,경기도 안양시 동안구 평촌대로227번길 26,431812.0,14072,,,,126.953980394404,37.3915007860801
MA010120220802632029,함소아한의원,,Q1,보건의료,Q102,의원,Q10211,한의원,Q86203,한의원,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110430001,1,대지,1043.0,1.0,경기도 안양시 동안구 호계동 1043-1,411732182002.0,경기도 안양시 동안구 시민대로,214.0,,4117310400110430001005167,다운타운빌딩,경기도 안양시 동안구 시민대로 214,431812.0,14072,,4,,126.954945860433,37.3919148023056
MA010120220802637025,현영화장품,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41173,안양시 동안구,41173540,부흥동,4117310100,비산동,4117310100111080000,1,대지,1108.0,,경기도 안양시 동안구 비산동 1108,411732182002.0,경기도 안양시 동안구 시민대로,171.0,,4117310100111080000005145,금강벤처텔,경기도 안양시 동안구 시민대로 171,431817.0,14048,,15,,126.950010336109,37.3911322057419
MA010120220802637038,삼통치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116030008,1,대지,1603.0,8.0,경기도 안양시 동안구 관양동 1603-8,411734349080.0,경기도 안양시 동안구 관평로182번길,30.0,,4117310200116030009004623,한솔빌딩,경기도 안양시 동안구 관평로182번길 30,431786.0,14066,,,,126.962152165845,37.3934650307746
MA010120220802611821,한양전자,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47511,철물 및 난방용구 소매업,41,경기도,41173,안양시 동안구,41173530,비산3동,4117310100,비산동,4117310100110190029,1,대지,1019.0,29.0,경기도 안양시 동안구 비산동 1019-29,411734349209.0,경기도 안양시 동안구 평촌대로401번길,18.0,,4117310100110190029007847,,경기도 안양시 동안구 평촌대로401번길 18,431847.0,13918,,,,126.948945420381,37.4067381871451
MA010120220802611823,초가집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110710001,1,대지,1071.0,1.0,경기도 안양시 동안구 호계동 1071-1,411734349195.0,경기도 안양시 동안구 평촌대로127번길,82.0,,4117310400110710001004978,,경기도 안양시 동안구 평촌대로127번길 82,431827.0,14099,,,,126.958844400348,37.381127381188
MA010120220802611832,스피드헤어클럽,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110480002,1,대지,1048.0,2.0,경기도 안양시 동안구 호계동 1048-2,411734349198.0,경기도 안양시 동안구 평촌대로211번길,16.0,,4117310400110480002005132,삼희월드프라자,경기도 안양시 동안구 평촌대로211번길 16,431778.0,14072,,,,126.955023831093,37.3903656582028
MA010120220802616781,동안약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109250018,1,대지,925.0,18.0,경기도 안양시 동안구 호계동 925-18,411733183004.0,경기도 안양시 동안구 귀인로,107.0,1.0,4117310400109250018003855,,경기도 안양시 동안구 귀인로 107-1,431837.0,14078,,1,,126.95163182322,37.3825504214866
MA010120220802616806,홍백당구장,,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114030000,1,대지,1403.0,,경기도 안양시 동안구 관양동 1403,411733183003.0,경기도 안양시 동안구 관평로,324.0,,4117310200114030000003346,,경기도 안양시 동안구 관평로 324,431806.0,13937,,,,126.957747132644,37.4049238722177
MA010120220802622167,태호HERBALBIO,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173546,달안동,4117310100,비산동,4117310100111100001,1,대지,1110.0,1.0,경기도 안양시 동안구 비산동 1110-1,411734349203.0,경기도 안양시 동안구 평촌대로243번길,30.0,,4117310100111100001005142,샤크존,경기도 안양시 동안구 평촌대로243번길 30,431811.0,14047,,,,126.953024630205,37.3928259043793
MA010120220802622172,BHC평촌,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110570000,1,대지,1057.0,,경기도 안양시 동안구 호계동 1057,411734349094.0,경기도 안양시 동안구 귀인로172번길,22.0,,4117310400110570000004926,무궁화경남아파트,경기도 안양시 동안구 귀인로172번길 22,431738.0,14099,,,,126.958363503749,37.38324065471
MA010120220802622178,엄마돈까스,,I2,음식,I204,서양식,I20401,경양식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114700001,1,대지,1470.0,1.0,경기도 안양시 동안구 관양동 1470-1,411733183002.0,경기도 안양시 동안구 관양로,201.0,1.0,4117310200114700001001267,관양동도시형생활주택,경기도 안양시 동안구 관양로 201-1,431808.0,13948,,,,126.969704897154,37.4027309633602
MA010120220802622181,예사랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41173,안양시 동안구,41173578,귀인동,4117310300,평촌동,4117310300109330003,1,대지,933.0,3.0,경기도 안양시 동안구 평촌동 933-3,411733183008.0,경기도 안양시 동안구 부림로,18.0,,4117310300109330003004426,평촌새순교회,경기도 안양시 동안구 부림로 18,431802.0,14101,,,,126.969463234226,37.385734744342
MA010120220802616818,랑데뷰,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,41,경기도,41173,안양시 동안구,41173578,귀인동,4117310300,평촌동,4117310300109220010,1,대지,922.0,10.0,경기도 안양시 동안구 평촌동 922-10,411732183002.0,경기도 안양시 동안구 평촌대로,110.0,,4117310300109220010008096,갈산프라자빌딩,경기도 안양시 동안구 평촌대로 110,431802.0,14103,,2,,126.961277858817,37.3823472005289
MA010120220802617151,해금당,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200113840005,1,대지,1384.0,5.0,경기도 안양시 동안구 관양동 1384-5,411734349053.0,경기도 안양시 동안구 관악대로287번길,12.0,,4117310200113840005000625,,경기도 안양시 동안구 관악대로287번길 12,431805.0,13940,,1,,126.954841807997,37.4034745442195
MA010120220802622071,대운식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400110050008,1,대지,1005.0,8.0,경기도 안양시 동안구 호계동 1005-8,411734349014.0,경기도 안양시 동안구 경수대로508번길,57.0,,4117310400110050008006044,,경기도 안양시 동안구 경수대로508번길 57,431842.0,14123,,,,126.958749345739,37.3700343923412
MA010120220802622073,임광,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96111,이용업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400108110000,1,대지,811.0,,경기도 안양시 동안구 호계동 811,411732012008.0,경기도 안양시 동안구 경수대로,462.0,,4117310400108110000005946,호계2차현대홈타운,경기도 안양시 동안구 경수대로 462,431764.0,14125,,2,,126.959665534037,37.3650054754856
MA010120220802622100,대웅약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114080000,1,대지,1408.0,,경기도 안양시 동안구 관양동 1408,411733183003.0,경기도 안양시 동안구 관평로,330.0,,4117310200114080000007609,,경기도 안양시 동안구 관평로 330,431806.0,13931,,,,126.958042583573,37.4056112849364
MA010120220802622102,서광장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400109660015,1,대지,966.0,15.0,경기도 안양시 동안구 호계동 966-15,411733182030.0,경기도 안양시 동안구 엘에스로,50.0,5.0,4117310400109660015005303,,경기도 안양시 동안구 엘에스로 50-5,431849.0,14120,,,,126.954537006516,37.3684924467466
MA010120220802616870,이레테라피,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116010003,1,대지,1601.0,3.0,경기도 안양시 동안구 관양동 1601-3,411734349080.0,경기도 안양시 동안구 관평로182번길,51.0,,4117310200116010003004906,평촌빌딩,경기도 안양시 동안구 관평로182번길 51,431815.0,14066,,,,126.962876346826,37.3941832269231
MA010120220802616885,바이크매니아,,G2,소매,G213,오락용품 소매,G21305,자전거 소매업,G47632,자전거 및 기타 운송장비 소매업,41,경기도,41173,안양시 동안구,41173530,비산3동,4117310100,비산동,4117310100110230000,1,대지,1023.0,,경기도 안양시 동안구 비산동 1023,411732183002.0,경기도 안양시 동안구 평촌대로,389.0,,4117310100110230000002466,안양종합운동장,경기도 안양시 동안구 평촌대로 389,431847.0,13918,,1,,126.948725833593,37.4062857033061
MA010120220802622133,신원당건강원,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,C10796,건강 보조용 액화식품 제조업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400109710014,1,대지,971.0,14.0,경기도 안양시 동안구 호계동 971-14,411734349247.0,경기도 안양시 동안구 흥안대로94번길,32.0,,4117310400109710014005527,,경기도 안양시 동안구 흥안대로94번길 32,431849.0,14120,,1,,126.955661296944,37.3680158021378
MA010120220802622139,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400108590013,1,대지,859.0,13.0,경기도 안양시 동안구 호계동 859-13,411733012014.0,경기도 안양시 동안구 포도원로,6.0,,4117310400108590013006448,,경기도 안양시 동안구 포도원로 6,431835.0,14128,,,,126.962709154082,37.3620496641157
MA010120220802611964,쥬씨성결대점,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41171,안양시 만안구,41171580,안양8동,4117110100,안양동,4117110100105630012,1,대지,563.0,12.0,경기도 안양시 만안구 안양동 563-12,411713182013.0,경기도 안양시 만안구 성결대학로,32.0,,4117110100105630012000239,,경기도 안양시 만안구 성결대학로 32,430821.0,14093,,,,126.930629393277,37.3825245570064
MA010120220802616903,이오엠플랫폼,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,광고물 문안; 도안; 설계 등 작성업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115940000,1,대지,1594.0,,경기도 안양시 동안구 관양동 1594,411732182002.0,경기도 안양시 동안구 시민대로,267.0,,4117310200115940000007395,아크로팰리스,경기도 안양시 동안구 시민대로 267,431700.0,14054,,,,126.959709295385,37.3945338536909
MA010120220802611969,청스튜디오,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300100680016,1,대지,68.0,16.0,경기도 안양시 만안구 박달동 68-16,411713012043.0,경기도 안양시 만안구 박달로,518.0,,4117110300100680016005695,,경기도 안양시 만안구 박달로 518,430801.0,14009,,1,,126.91019664643,37.40243170688
MA010120220802616927,영광탁구장,,R1,예술·스포츠,R103,스포츠 서비스,R10313,탁구장,R91139,그 외 기타 스포츠시설 운영업,41,경기도,41173,안양시 동안구,41173530,비산3동,4117310100,비산동,4117310100110370003,1,대지,1037.0,3.0,경기도 안양시 동안구 비산동 1037-3,411734349049.0,경기도 안양시 동안구 관악대로263번길,23.0,,4117310100110370003003088,,경기도 안양시 동안구 관악대로263번길 23,431825.0,13941,,지,,126.951680231684,37.4034015010721
MA010120220802617226,다감,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200113860005,1,대지,1386.0,5.0,경기도 안양시 동안구 관양동 1386-5,411734349084.0,경기도 안양시 동안구 관평로305번길,9.0,,4117310200113860005000939,,경기도 안양시 동안구 관평로305번길 9,431805.0,13940,,1,,126.95649846836,37.4037414750859
MA010120220802617228,홍미불불닭발,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400107110001,1,대지,711.0,1.0,경기도 안양시 동안구 호계동 711-1,411733182030.0,경기도 안양시 동안구 엘에스로,45.0,,4117310400107110001005242,대영골든타워,경기도 안양시 동안구 엘에스로 45,431833.0,14121,,,,126.95481026205,37.3675126964148
MA010120220802612010,즉석감고을김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110460005,1,대지,1046.0,5.0,경기도 안양시 동안구 호계동 1046-5,411734349201.0,경기도 안양시 동안구 평촌대로223번길,55.0,,4117310400110460005005165,대명빌딩,경기도 안양시 동안구 평촌대로223번길 55,431812.0,14072,,,,126.95274455287,37.3902283553202
MA010120220802617239,제일세탁소,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110550001,1,대지,1055.0,1.0,경기도 안양시 동안구 호계동 1055-1,411733183006.0,경기도 안양시 동안구 동안로,13.0,,4117310400110550001005135,무궁화아파트상가동,경기도 안양시 동안구 동안로 13,431791.0,14100,,,,126.956391491194,37.3805020449354
MA010120220802612313,대박,,R1,예술·스포츠,R104,유원지·오락,R10410,복권 발행/판매업,R91241,복권 발행 및 판매업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116060000,1,대지,1606.0,,경기도 안양시 동안구 관양동 1606,411734349078.0,경기도 안양시 동안구 관평로170번길,33.0,,4117310200116060000004356,평촌주공공이,경기도 안양시 동안구 관평로170번길 33,431815.0,14066,,1,,126.96224933433,37.3929702972725
MA010120220802616962,오피스웨이,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300101260001,1,대지,126.0,1.0,경기도 안양시 동안구 평촌동 126-1,411732000018.0,경기도 안양시 동안구 흥안대로,415.0,,4117310300101260001006859,두산벤처다임,경기도 안양시 동안구 흥안대로 415,431755.0,14059,,1,,126.972928839766,37.3916128232743
MA010120220802617262,토파즈,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116070000,1,대지,1607.0,,경기도 안양시 동안구 관양동 1607,411734349078.0,경기도 안양시 동안구 관평로170번길,43.0,,4117310200116070000004902,훼미리타운,경기도 안양시 동안구 관평로170번길 43,431815.0,14066,,9,,126.963159398365,37.3933116751969
MA010120220802621684,마구잡이회마차,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114490009,1,대지,1449.0,9.0,경기도 안양시 동안구 관양동 1449-9,411733183002.0,경기도 안양시 동안구 관양로,127.0,,4117310200114490009001035,,경기도 안양시 동안구 관양로 127,431807.0,13946,,1,,126.961434087474,37.4021269741092
MA010120220802621688,산타루치아,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115910000,1,대지,1591.0,,경기도 안양시 동안구 관양동 1591,411732182002.0,경기도 안양시 동안구 시민대로,230.0,,4117310200115910000004355,평촌아크로타워,경기도 안양시 동안구 시민대로 230,431908.0,14067,,,,126.956498892065,37.3923069653536
MA010120220802621692,루브르,,G2,소매,G222,중고 상품 소매,G22201,중고 상품 소매업,G47869,기타 중고 상품 소매업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110410003,1,대지,1041.0,3.0,경기도 안양시 동안구 호계동 1041-3,411734349202.0,경기도 안양시 동안구 평촌대로227번길,50.0,,4117310400110410003005120,명성빌딩,경기도 안양시 동안구 평촌대로227번길 50,431812.0,14072,,1,,126.952620480792,37.3910292048866
MA010120220802612051,메이,,R1,예술·스포츠,R104,유원지·오락,R10410,복권 발행/판매업,R91241,복권 발행 및 판매업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109180019,1,대지,918.0,19.0,경기도 안양시 동안구 호계동 918-19,411732012008.0,경기도 안양시 동안구 경수대로,715.0,,4117310400109180019003792,,경기도 안양시 동안구 경수대로 715,431837.0,14077,,,,126.950777860496,37.3854893354147
MA010120220802612053,매직터치관양점,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200113850005,1,대지,1385.0,5.0,경기도 안양시 동안구 관양동 1385-5,411732182001.0,경기도 안양시 동안구 관악대로,303.0,,4117310200113850005003356,,경기도 안양시 동안구 관악대로 303,431805.0,13940,,,,126.956504465663,37.4033090172607
MA010120220802617289,마이더스로또복권방,,R1,예술·스포츠,R104,유원지·오락,R10410,복권 발행/판매업,R91241,복권 발행 및 판매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115050007,1,대지,1505.0,7.0,경기도 안양시 동안구 관양동 1505-7,411733012010.0,경기도 안양시 동안구 안양판교로,12.0,2.0,4117310200115050007003409,,경기도 안양시 동안구 안양판교로 12-2,431810.0,13943,,1,,126.977670949628,37.4008357874207
MA010120220802606880,대길복사문구,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100111620000,1,대지,1162.0,,경기도 안양시 동안구 비산동 1162,411733183009.0,경기도 안양시 동안구 비산로,57.0,,4117310100111620000000001,안양임곡휴먼시아가상가동,경기도 안양시 동안구 비산로 57,431051.0,13924,,,,126.931552547439,37.4018156675822
MA010120220802606884,아이러브플렛,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110450002,1,대지,1045.0,2.0,경기도 안양시 동안구 호계동 1045-2,411734349201.0,경기도 안양시 동안구 평촌대로223번길,64.0,,4117310400110450002003555,제일빌딩,경기도 안양시 동안구 평촌대로223번길 64,431903.0,14072,,,,126.952243709995,37.3905122596017
MA010120220802612062,병천순대,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110460003,1,대지,1046.0,3.0,경기도 안양시 동안구 호계동 1046-3,411734349201.0,경기도 안양시 동안구 평촌대로223번길,59.0,,4117310400110460004005164,서련코아빌딩,경기도 안양시 동안구 평촌대로223번길 59,431812.0,14072,,,,126.952519723794,37.3901542786619
MA010120220802617303,모아광장,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115060026,1,대지,1506.0,26.0,경기도 안양시 동안구 관양동 1506-26,411732000018.0,경기도 안양시 동안구 흥안대로,512.0,,4117310200115060026007976,,경기도 안양시 동안구 흥안대로 512,431810.0,13943,,2,,126.977372000684,37.3995626989423
MA010120220802621770,성희엔지니어링,,M1,과학·기술,M109,기술 서비스,M10903,건물 및 토목 엔지니어링 서비스업,M72121,건물 및 토목 엔지니어링 서비스업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114030001,1,대지,1403.0,1.0,경기도 안양시 동안구 관양동 1403-1,411733183003.0,경기도 안양시 동안구 관평로,324.0,8.0,4117310200114030001000603,,경기도 안양시 동안구 관평로 324-8,431806.0,13937,,,,126.957984677219,37.4048989340948
MA010120220802607213,버팔로,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114520005,1,대지,1452.0,5.0,경기도 안양시 동안구 관양동 1452-5,411734349063.0,경기도 안양시 동안구 관악대로356번길,11.0,10.0,4117310200114520005001023,,경기도 안양시 동안구 관악대로356번길 11-10,431807.0,13946,,,,126.96270601256,37.4032644705812
